"ID Ocorrencia","Data","Hora","Logradouro","Bairro","Natureza","Coordenadas","F1P","F2P","F3P","F4P","F5P","F6P","F7P","F8P","C1P","C2P","C3P","C4P","C5P","C6P","C7P","C8P","C9P","C10P"
"120006","2012-01-18","15:30","avenida costa e silva prox. a rua aristoteles","vila progresso","atropelamento",,"9","10",,,,,,,,,,,,,,,,
"120007","2012-01-11","15:57","avenida prolongamento da marginal corrego imbirussu com rua  macae","jardim aeroporto","colisão frontal",,"8",,,,,,,,,,,"10",,"9",,,,
"120008","2012-01-21","20:30","avenida murilo rolim junior proximo a rua dos alecrins","jardim petropolis","choque",,"9","10",,,,,,,,,,,,,,,,
"120009","2012-01-22","16:55","avenida prefeito ludio martins coelho ",,"colisão transversal",,,,,,,"10",,,,,,,"9",,,,,
"120010","2012-01-27","01:30","rua doutor pacifico lopes siqueira ","vila carvalho","colisão transversal",,"9",,,,,,,,,"8",,,"10",,,,,
"120011","2012-01-26","17:15","rua vitor meireles proximo a avenida gury marques","universitario","outra",,,,"9",,,,,,,,,"10",,,,,,
"120012","2012-01-29","01:40","avenida solon padilha apos kepler weber","loteamento polo empresarial oeste","choque",,"10",,,,,"9",,,,,,,,,,,,
"120013","2012-02-17","18:05","rua joaquim alves pereira ","universitario","colisão transversal",,,,,,,"9",,,,,,,"10",,,,,
"120014","2012-02-17","21:12","rua ana luiza de souza ","vila pioneira","colisão transversal",,,,,,,"9",,,,"8",,,"10",,,,,
"120015","2012-02-21","18:30","avenida rachel de queiroz n? 0","conjunto aero rancho","colisão transversal",,,,,,,"8",,,,"9",,,,,"10",,,
"120016","2012-03-02","02:58","avenida costa e silva patio interno do terminal de t","vila progresso","choque",,"9","10",,,,,,,,,"8",,,,,,,
"120017","2012-03-03","03:20","avenida prefeito heraclito diniz de figueiredo rua ouvideo serra","jd. seminario","atropelamento",,"10",,,,,,,,,,,,,,,,,
"120018","2012-03-03","18:40","rua marluce ","vila marli","colisão transversal",,"9",,,,,"8",,,,,,"10",,,,,,
"120018","2012-03-03","18:40","rua marluce ","vila marli","colisão transversal",,,,,,,,,,,,,,,,,,,
"120019","2012-02-26","12:10","rua marques de herval com rua galileu","nova lima","colisão frontal",,,,,,,,,,,,,,,,,,,
"120020","2012-02-28","10:45","avenida prefeito ludio martins coelho ",,"colisão transversal",,,,,,,,,,,,,,"10",,,,,
"120021","2012-03-20","02:52","rua lucia dos santos prox. a rua leopoldina queiroz","parque do lageado","choque",,"9","10",,,,,,,,,,,,,,,,
"120022","2012-03-08","12:00","rua quatorze de julho ","centro","atropelamento",,,,,,,"9",,,,,,,,,"10",,,
"120023","2012-03-25","21:40","rua brilhante defronte ao n. 0","vila carvalho","choque",,"9","10",,,,,,,,,,,,,,,,
"120024","2012-03-26","01:01","rua arquiteto vilanova artigas defronte o n?  (oposto), pr","conjunto aero rancho","choque",,"9","10",,,,,,,,,,,,,,,,
"120024","2012-03-26","01:01","rua arquiteto vilanova artigas defronte o n?  (oposto), pr","conjunto aero rancho","choque",,,,,,,,,,,,,,,,,,,
"120025","2012-03-13","10:00","avenida dos crisantemos defronte ao n.  (lado oposto","lar do trabalhador","atropelamento",,,,,,,"10",,,,,,,,,,,,
"120026","2012-04-11","13:52","avenida afonso pena ","centro","colisão transversal",,,,,,,"9",,,,"8",,,"10",,,,,
"120027","2012-04-17","22:35","avenida gury marques defronte o n? 00","universitario","choque",,"10",,,,,,,,,,,,,,,,,
"120028","2012-04-18","18:25","rua jose fernandes defronte o n? ","jardim santa felicidade","atropelamento",,"10",,,,,,,,,"9",,,,,,,,
"120029","2012-04-20","01:00","avenida presidente ernesto geisel ","centro","colisão transversal",,,,,,,,,,"10","9",,,,,,,,
"120030","2012-05-03","17:20","rua paraisopolis ","vila santo eugenio","atropelamento",,,,,,,"10",,,,,,,,,,,,
"120031","2012-05-03","01:40","avenida  defronte ao n. 0","vila nova campo grande","choque",,"9","10",,,,,,,,"7",,,,,,,,
"120032","2012-05-05","16:20","avenida jose b. rodrigues defronte ao n. ","b. ze pereira","choque",,"10",,,"9",,,,,,"8",,,,,,,,
"120032","2012-05-05","16:20","avenida jose b. rodrigues defronte ao n. ","b. ze pereira","choque",,,,,,,,,,,,,,,,,,,
"120033","2012-05-11","19:10","avenida nasri siufi ","sao jorge da lagoa","colisão frontal",,,,"9",,,,,,,,"10",,,,,,,
"120034","2012-05-14","15:45","rua ten aviador pedro c. duncan rua ourinhos","jd america","queda",,,,,,,"10",,,,,,,"9",,,,,
"120035","2012-05-12","23:41","avenida afonso pena defronte o parque das nacoes i","chacara cachoeira","choque",,"10",,,,,,,,,,,,,,,,,
"120036","2012-05-11","11:07","avenida bom pastor ","vila vilas boas","colisão transversal",,,,,,,"9",,,,,,,"10",,,,,
"120037","2012-05-25","15:17","avenida ministro joao arinos apos o viaduto engenheiro paul","tiradentes","colisão transversal",,"7",,,,,,,,,"8",,,,"10",,"9",,
"120038","2012-05-27","22:45","rua brilhante defronte o n? ","vila carvalho","colisão frontal",,,,,,,,,,,,"10",,,,,,,
"120039","2012-05-24","20:25","rua quatorze de julho n? ","centro","choque",,"10",,,,,,,,,"9",,,,,,,,
"120040","2012-05-31","04:00","avenida afonso pena proximo a avenida  arquiteto r","centro","colisão frontal",,"9","10",,,,,,,"8",,,,,,,,,
"120041","2012-06-02","02:35","avenida afonso pena ","centro","colisão transversal",,"9","10",,,,,,,,,,,,,,,,
"120042","2012-06-03","07:30","rua marques de pombal defronte o residencial dahma","bairro tiradentes","choque",,"10",,,,,,,,,,,"9",,,,,,
"120043","2012-06-08","06:25","avenida afonso pena apos n? ","centro","choque",,"9","10",,,,,,,,,,,,,,,,
"120044","2012-06-10","16:43",". galdino afonso viiela ","jd vida nova","colisão transversal",,"9","10",,,,,,,,"6",,,"8",,,,,
"120045","2012-06-17","02:18","avenida presidente ernesto geisel defronte ao n. ","centro","choque",,,,,,"10",,,,,"9",,,,,,,,
"120046","2012-06-17","03:40","avenida noroeste    ",,,,"10",,,,,,,,,,,,,,,,,
"120047","2012-05-07","01:28","rua barbara de paula ribeiro com treze de dezembro","jardim alto sao francisco","queda",,,,,,,,,,,,,,,,,,,
"120048","2012-04-17","15:54","avenida thirson de almeida ","conjunto aero rancho","queda",,,,,,,,,,,,,,,,,,,
"120049","2012-06-24","04:29","avenida presidente vargas apos a r. presidente arthur be","vila santo amaro","choque",,"10",,,,,,,,,"8",,,,,,,,
"120050","2012-07-07","20:40","rua ana luiza de souza defronte o n? ","universitario","colisão transversal",,"9",,,,,"10",,,,"8",,,,,,,,
"120051","2012-07-09","01:10","avenida mato grosso apos a rua rio grande do sul","centro","choque",,"9","10",,,,,,,,,,,,,,,,
"120052","2012-07-15","02:29","rua catigua n? ","jardim paulo coelho machado","choque",,"10",,,,,,,,,"9",,,,,,,,
"120053","2012-07-19","11:25","avenida afonso pena apos a avenida bandeirantes","centro","atropelamento",,"10",,,,,"9",,,,,,,,,,,,
"120054","2012-07-19","17:57","avenida fabio zahran ","vila carvalho","choque",,"10",,,,,,,,,"9",,,,,,,,
"120055","2012-07-22","06:00","estrada das palmeiras defronte a fazenda palmeira","indubrasil","choque",,,,,"10",,,,,,"9",,,,,,,,
"120056","2012-07-22",,"avenida duque de caxias rotatoria proximo a copagaz","vila alba","choque",,"10",,,,,,,,,"8",,,,,,,,
"120057","2012-07-27","05:50","rua marques de herval ","nova lima","colisão transversal",,"9",,,,,,,,,,,,,,"10",,,
"120058","2012-07-27","17:30","avenida gunter hans apos o n. ",,"atropelamento",,,,,,,,,,,,,,,,,,,
"120059","2012-07-29","23:53","rua gaia defronte o n? ","portal caioba","choque",,"10",,,,,,,,,,,,,,,,,
"120060","2012-07-31","17:37","avenida costa e silva acesso a rua montese","vila progresso","atropelamento",,,,,,,"10",,,,,,,,,,,,
"120061","2012-08-02","19:12","avenida jose barbosa rodrigues    ",,,,,,,"10",,,,,,,,,,,,,,
"120062","2012-08-02","19:12","avenida general alberto carlos mendonca lima ","jardim sao conrado","colisão transversal",,,"8",,,,"9",,,,,,"10",,,,,,
"120063","2012-08-04","01:39","avenida mascarenhas de moraes ","monte castelo","colisão transversal",,,,,,,,,,,"9",,,,,"10",,,
"120064","2012-08-03","01:04","avenida consul assaf trad apos a rua albertina pimentel","jardim imperial","colisão transversal",,"9",,,,,,,,,,"10",,,,,,,
"120065","2012-08-01","00:30","rua edmundo de almeida ","jardim ze pereira","colisão transversal",,,,"9",,,,,,,"8",,,"10",,,,,
"120066","2012-08-06","16:45","rua limeira defronte ao n? ","vila olinda","atropelamento",,,"10",,,,,,,,,,,,,,,,
"120067","2012-08-14","18:19","avenida guaicurus defronte a subestacao campo gr","jd itamaraca","choque",,"10",,,,,,,,,"8",,,,,,,,
"120068","2012-08-20","18:50","avenida marechal deodoro    ",,,,,,,,,,,,,,,,,,,,,
"120069","2012-08-20","18:50","avenida tamandare com a rua torre do alto","vila planalto","colisão frontal",,,,,,,"8",,,,,"10",,,,,,,
"120070","2012-08-20","20:10","avenida duque de caxias defronte o ? batalhao logist","vila alba","choque",,"10",,,,,,,,,,,,,,,,,
"120071","2012-08-24","18:57","avenida mascarenhas de moraes proximo do viaduto com a aveni","bairro coronel antonino","atropelamento",,"10",,,,,"9",,,,,,,,,,,,
"120072","2012-08-24","19:10","avenida presidente ernesto geisel proximo a rua nestor costa","centro","choque",,"10",,,,,,,,,"9",,,,,,,,
"120073","2012-08-25","20:10","rua teodoro carvalho n? ","conjunto jose abrao","choque",,"10",,,,,,,,,"9",,,,,,,,
"120074","2012-08-27","04:16","avenida prefeito heraclito diniz de figueiredo apos a rua ovideo serra","jd. seminario","choque",,"10","9",,,,,,,,,,,,,,,,
"120075","2012-08-28","08:08","rua jasmelinda ferreira de carvalho ","vila manoel taveira","colisão transversal",,"9",,,,,,,,,"8",,,"10",,,,,
"120076","2012-08-29","03:00","avenida gury marques defronte ao n. 0","vila cidade morena","choque",,,,,,,,,,,"10",,,,,,,,
"120077","2012-09-01","04:15","avenida ricardo brandao defronte o n? , proximo a ru","centro","colisão lateral",,"9","10",,,,,,,,,,,,"8",,,,
"120078","2012-09-07","16:09","rua doutor dolor ferreira de andrade ","centro","choque",,,"10",,,,,,,,,,,,,,,,
"120079","2012-09-03","12:10","avenida prefeito ludio martins coelho ",,"colisão transversal",,,,,,,,,,,,,,"10",,,,,
"120080","2012-09-11","19:00","avenida rita vieira de andrade    ",,,,"10",,,,,,,,,,,,,,,,,
"120081","2012-09-10","18:00","rua alcindo gasparini ","conjunto residencial mata do jacinto","colisão transversal",,,,,,,,,,,"9",,,,,"10",,,
"120082","2012-09-15","18:35","avenida costa melo ","jardim aero rancho","colisão transversal",,"9",,,,,,,,,"8",,,"10",,,,,
"120083","2012-09-17","10:35","rua otavio inacio de souza ","portal caioba ii","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"120084","2012-09-26","15:59","avenida presidente ernesto geisel ","centro","queda",,,"10",,,,,,,,,,,,"9",,,,
"120085","2012-09-22","23:10","avenida duque de caxias 0","santo antonio","choque",,"9","10",,,,,,,,"8",,,,,,,,
"120086","2012-09-27","06:15","avenida ministro joao arinos ","tiradentes","colisão frontal",,,,,,,"9",,,,,,,,"10",,,,
"120087","2012-09-28","12:15","avenida guaicurus ","universitario","choque",,"9",,,,,,,,,,,,"10",,,,,
"120088","2012-09-29","04:49","rua delegado jose alfredo hardman ","jardim veraneio","colisão frontal",,,,,,,,,,,"9","10",,,,,,,
"120089","2012-10-03","19:36","rua catigua defronte o n? 0","jardim canguru","colisão frontal",,"9",,,,,"8",,,,,,,,,,"10",,
"120090","2012-09-30","01:00","rua taumaturgo ","jardim aero rancho","choque",,"10",,,,,,,,,"9",,,,,,,,
"120091","2012-09-26","19:32","avenida cezar augusto teles ","bosque santa monica","colisão transversal",,,,"8",,,,,,,"9",,,,,"10",,,
"120092","2012-10-08","19:23","rua saint romain rua javaes","jardim tijuca","colisão frontal",,"10",,"9",,,"8",,,,,,,,,,,,
"120093","2012-10-07","17:00","avenida gunter hans. com rua para","jardim tijuca","colisão transversal",,,,,,,,,,,"9",,,,"10",,,,
"120094","2012-09-11","22:40","avenida conde de boa vista 0","bairro santa emilia","choque",,"10",,"8",,,"9",,,,"7",,,,,,,,
"120095","2012-10-13","22:46","avenida prefeito heraclito diniz de figueiredo apos a rua padre joao falco","jd. seminario","choque",,"10",,,,,,,,,"8",,,,,,,,
"120096","2012-10-23","20:00","avenida ministro joao arinos defronte ao posto de comb. loc","tiradentes","colisão transversal",,,,"9",,,"10",,,,,,,,,"8",,,
"120097","2012-10-28","12:00","avenida gury marques ","universitario","colisão transversal",,"10",,,,,,,,,,,,,,,,,
"120098","2012-10-28","14:30","rua do seminario ","jardim seminario","atropelamento",,"10","9",,,,,,,,,,,,,,,,
"120099","2012-10-28","13:37","avenida airton sena ","b. nova capital","queda",,"9",,"10",,,,,,,,,,,,,,,
"120100","2012-10-30","09:58","avenida mascarenhas de moraes defronte o n?  (oposto)","monte castelo","colisão lateral",,,,,,,,,,,,,,,"9",,"10",,
"120101","2012-10-27","22:30","avenida ricardo brandao acesso para a rua ceara","centro","choque",,,,,,,,,,,,,,,,,,,
"120102","2012-11-04","16:30","avenida presidente tancredo neves ","conjunto aero rancho","queda",,,,,,"10",,,,,,,,,,,,,
"120103","2012-10-31","18:30","rua bento goncalves ","coronel antonino","colisão transversal",,,,,,,,,,,,,,,,"10",,,
"120104","2012-11-11","20:00","avenida dos cafezais ","jardim das macaubas","choque",,,,,,,,,,,"10",,,,,,,,
"120105","2012-11-12","15:00","avenida prefeito heraclito diniz de figueiredo ","jd. seminario","colisão transversal",,"9",,,,,,,,,,,,"10",,,,,
"120106","2012-11-24","02:40","avenida guaicurus ","universitario","colisão lateral",,,,,,,"10",,,,,,,,,,"9",,
"120107","2012-11-24","14:00","rua gilson n. de oliveira defronte o n? ","jardim vida nova","colisão transversal",,,,,,,"10",,,,,,,,,,,,
"120108","2012-11-03","16:25","avenida presidente ernesto geisel proximo a avenida fernando cor","centro","colisão frontal",,,,,,,,,,,,,,,,,,,
"120109","2012-11-07","10:00","avenida julio de castilho ","vila alba","colisão frontal",,,,,,,,,,,,,,,,,,,
"120110","2012-11-17","20:10","avenida duque de caxias proximo a rua lido","amambai","colisão frontal",,,,,,,,,,,,"10",,,,,,,
"120111","2012-12-02","03:00","rua joaquim murtinho proximo a rua nacional","tiradentes","choque",,,,,,"10",,,,,,,,,,,,,
"120112","2012-12-04","09:20","avenida afonso pena defronte a fatec senai","centro","atropelamento",,,,,,,"10",,,,,,,,,,,,
"120113","2012-12-05","23:20","rua coronel salustiano lima ","tiradentes","colisão transversal",,,,,,,,,,,"9",,,"10",,,,,
"120114","2012-12-08","23:35","rua evelina selingardi defronte o n? ","parque do lageado","choque",,,,,,,,,,,"10",,,,,,,,
"120115","2012-12-09","04:50","avenida senhor do bonfim ","parque dos novos estados","choque",,,"10",,,,,,,,"9",,,,,,,,
"120116","2012-12-13","04:40","rua campo nobre    ",,,,"10",,,,,,,,,,,,,,,,,
"120117","2012-12-12","21:00","avenida senador antonio mendes canale proximo a rua casa paraguaia","vila pioneira","choque",,"10",,,,,,,,,,,,,,,,,
"120118","2012-12-12","19:38","avenida vereador thirson de almeida ","conjunto aero rancho","atropelamento",,,,,,,"10",,,,,,,,,,,,
"120119","2012-12-08","04:30","avenida duque de caxias cruzamento","vila popular","queda",,,,,,,,,,,,,,,,,,,
"120120","2012-12-15","21:30","avenida ministro joao arinos ","tiradentes","choque",,,"10",,,,,,,,,,,,,,,,
"120121","2012-12-07","07:20","rua belizario lima    ",,,,,,,,,,,,,,,"10",,,,,,
"120122","2012-12-22","22:00","rua praia grande ","jardim sao conrado","colisão transversal",,,,"10",,,,,,,"9",,,,,,,,
"120123","2012-12-24","20:34","rua randolfo lima ","nova lima","colisão transversal",,,,,,,,,,,,,,,,,,,
"130001","2013-01-01","02:05","avenida jose nogueira vieira defronte ao n? ","tiradentes","queda",,"9",,,,,"10",,,,,,,,,,,,
"130002","2013-01-01","03:40","avenida costa e silva ","jd america","colisão transversal",,,,,,,,,,,,"10",,,,,,,
"130003","2012-12-26","18:40","avenida noroeste apos o cruzamento com a av. am","vila carvalho","atropelamento",,,,,,,"10",,,,,"9",,,,,,,
"130004","2012-12-09","12:00","avenida guaicurus          ",,,,,,,,,,,,,,,,,,,,,
"130005","2013-01-12","17:37","rua santa quiteria defronte ao n. ","aero rancho","colisão frontal",,"9","10",,,,,,,,"7",,"8",,,,,,
"130006","2013-01-05","17:22","avenida duque de caxias defronte ao aeroporto int. de","amambai","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"130007","2013-01-04","17:56","avenida graciliano ramos proximo da av. thirson de alme","jardim aero rancho","atropelamento",,,,,,,,,,,,,"10",,,,,,
"130008","2013-01-18","22:00","avenida jose nogueira vieira ","tiradentes","colisão frontal",,"10","9",,,,"8",,,,,,,,,,,,
"130009","2013-01-19","07:40","rua vitor meireles ","universitario","colisão transversal",,,,,,,,,,,,,,,,"10",,,
"130010","2013-01-05","11:05","avenida thirson de almeida com av. eng. luthero lopes","conjunto aero rancho","colisão frontal",,,,,,,"9",,,,,,,,"10",,,,
"130011","2013-01-26","07:05","rua fraiburgo proximo ao n? ","vila cidade morena","colisão lateral",,"8","9",,,,,,,,,"10",,,,,,,
"130012","2013-02-07","19:20","rua caicara ","vila piratininga","atropelamento",,,"10",,,,,,,,,,"9",,,,,,
"130013","2013-01-27","18:30","avenida prefeito heraclito diniz de figueiredo proximo a rua do horacio","jd. seminario","colisão lateral",,,,,,,,,,,,,,,"10",,,,
"130014","2013-02-10","17:11","avenida julia maksoud proximo a rua rio pardo","monte castelo","colisão frontal",,"9","10",,"8",,,,,,"6","7",,,,,,,
"130015","2013-02-11","03:36","rua bahia ","centro","colisão transversal",,"8","9",,,,,,"7","10",,,,,,,,,
"130016","2013-02-23","17:21","avenida manoel da costa lima apos a r. floriano paulo corre","vila piratininga","choque",,,,,,,"9",,,,,,,,,,,,
"130017","2013-02-23","07:20","rua spipe calarge defronte o n? 0","vila morumbi","atropelamento",,,,,,,"10",,,,,,,,,,,,
"130018","2013-03-02","07:03","avenida guaicurus proximo do museu jose antonio","universitario","choque",,,,,,,"10",,,,"8",,,,"9",,,,
"130019","2013-03-08","06:15","avenida dom antonio barbosa ","jdardim fluminense","colisão frontal",,"10",,,,,,,,,"9",,,,,,,,
"130020","2013-03-12","08:25","avenida joao lemos de rezende ","jardim itamaraca","colisão transversal",,,,,"9",,,"10",,,,,,,,,,,
"130021","2013-02-22","13:18","avenida marechal rondon    ",,,,,,,"10",,,,,,,,,,,,,,
"130022","2013-03-23","21:20","avenida das bandeiras ","piratininga","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"130023","2013-03-23","23:15","rua yokoama ","vila palmira","atropelamento",,,,,,,"10",,,,,,,,,,,,
"130024","2013-03-24","20:20","avenida manoel da costa lima ","vila ipiranga","atropelamento",,,,,,,"10",,,,,,"9",,,,,,
"130025","2013-03-31","21:47","avenida duque de caxias proximo ao n. 0","amambai","colisão lateral",,"9","10",,,,,,,,,,,,"8",,,,
"130026","2013-04-07","23:50","avenida tamandare    ",,,,,,"10",,,"9",,,,,,,,,,,,
"130027","2013-04-10","17:05","rua doutor werneck ","vila albuquerque","colisão transversal",,"9",,,,,,,,,,,,"10",,,,,
"130028","2013-04-20","01:15","rua internacional    ",,,,,,,,,,,,,,,,"10",,,,,
"130029","2013-04-26","03:50","avenida presidente ernesto geisel proximo a av fernando correia","centro","choque",,"10","9",,"8",,,,,,,,,,,,,,
"130030","2013-04-26","00:21","avenida nasri siufi ","sao jorge da lagoa","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"130031","2013-04-13","20:40",,,,,,,,,,,,,,,,,,,,,,
"130032","2013-05-03","08:00","avenida presidente ernesto geisel av george chaia","centro","colisão transversal",,,,,,,"9",,,,,,,,,"10",,,
"130033","2013-05-04","17:40",". via de acesso a av. min. joao arinos ","cj maria aparecida pedrossian","atropelamento",,"10",,"9",,,,,,,,,,,,,,,
"130034","2013-04-15","00:15","rua barra mansa ","guanandi","colisão transversal",,,,"9",,,,,,,"8",,,"10",,,,"7",
"130035","2013-05-05","03:26","rua marques de pombal proximo ao n? 0","bairro tiradentes","capotamento",,,,,,"10",,,,,"9",,,,,,,,
"130036","2013-05-12","01:05","avenida gualter barbosa    ","nova lima","colisão transversal",,,,,,,,,,,,,,,,"10",,,
"130037","2013-05-09","17:15","rua zakia nahas siufi entrada forte atacadista","lar do trabalhador","atropelamento",,"10",,,,,,,,,,,,,,,,,
"130038","2013-05-13","19:13","avenida guaicurus apos a r. ronald de carvalho","jardim campo alto","atropelamento",,,"9",,,,,,,,,,"10",,,,,,
"130039","2013-05-16","19:21","rua spipe calarge n?","vila morumbi","atropelamento",,,,,,,"9",,,,"8",,"10",,,,,,
"130040","2013-05-18","06:00","avenida thirson de almeida ","conjunto aero rancho","choque",,"9",,,,,,,,,,"10",,,,,,,
"130041","2013-05-23","04:23","avenida consul assaf trad ","jardim campo alto","choque",,,,,,,"10",,,,,,,,,,,,
"130042","2013-05-25","17:20","avenida das bandeiras ","vila carvalho","atropelamento",,,,"9",,,"10",,,,,,,,,,,,
"130043","2013-05-29","21:56","avenida redentor    ",,"atropelamento",,"10",,"8",,,"9",,,,,,,,,,,,
"130044","2013-06-02","04:50","rua major juarez lucas de jesus apos a rua bueno garcia","jardim sao conrado","choque",,,,,,,"10",,,,,,,,,,,,
"130045","2013-06-05","12:50","rua carlos drumond de andrade rua francisco torrezzao fernan","conjunto aero rancho","colisão transversal",,,,,,,"9",,,,,,,"10",,,,,
"130046","2013-06-13","01:30","avenida gabriel spipe calarge proximo numero ","parati","colisão frontal",,,,,,,,,,,"9","10",,,,,,,
"130047","2013-06-14","03:10","rua benedito gregorio de almeida ","monte alto","choque",,,,,,,,,,,"10",,,,,,,,
"130048","2013-06-21","19:50","avenida padre joao falco defronte o n? ","jardim seminario","colisão frontal",,,,"9",,,,,,,,,"10",,,,,,
"130049","2013-06-23","02:05","rua antonio maria coelho ","centro","colisão transversal",,,,"7",,,,,,,,,,,,,,"10",
"130050","2013-06-28","01:18","rua rio negro prox. a av. nelly martins","vila margarida","choque",,,,,,,,,,,,,,,,,,,
"130051","2013-02-10","20:00","rua araucaria proximo a rua serra dos passos","jardim aeroporto","colisão transversal",,,,,,,,,,,,,,,,,,,
"130052","2013-02-24","20:20","rua joao pedro pedrossian ","vila taveiropolis","colisão transversal",,,,,,,,,,,,,,"10",,,,,
"130053","2013-04-12","02:05","avenida costa e silva    ",,"choque",,"10",,,,,,,,,,,,,,,,,
"130054","2013-06-01","20:35","rua panambi vera avenida  prefeito ludio martin","jardim tijuca","colisão transversal",,,,,,,,,,"10",,,,,,,,,
"130055","2013-09-04","19:52","avenida julio de castilho    ","lar do trabalhador","colisão transversal",,,"10",,,,,,,"9",,,,,,,,,
"130056","2013-08-31","21:55","rua noruega    ","jardim jacy","colisão transversal",,,,,,,,,,,,,,,,,,,
"130057","2013-07-07","08:30","avenida gury marques defronte a chacara dois andrad","universitario","colisão frontal",,"10",,,,,,,,,,,,,,,,,
"130058","2013-07-17","12:20","rua da capital ","vila margarida","choque",,"10",,,,,,,,,,,,,,,,,
"130059","2013-07-24","23:33","rua luiz bento defronte ao n.  0","vila popular","choque",,"10",,,,,,,,,"9",,,,,,,,
"130060","2013-07-28","21:15","rua fatima do sul defronte o n? ","vila sao jorge da lagoa","choque",,"10",,,,,,,,,"9",,,,,,,,
"130061","2013-07-29","09:25","avenida duque de caxias    ","vila serradinho","colisão lateral",,,,,,,,,,,,"9",,,,"10",,,
"130062","2013-08-04","03:00","avenida prefeito ludio martins coelho apos a rua antonio garcia de f",,"choque",,"10",,,,,,,,,"9",,,,,,,,
"130063","2013-08-04","18:20","rua spipe calarge    ","jardim tv morena","colisão transversal",,,,,,,,,,,"9",,"10",,,,,,
"130064","2013-08-06","18:15","rua oceania ","tiradentes","colisão traseira",,"10",,"9",,,,,,,"8",,,,,,,,
"130065","2013-08-05","14:38","avenida thirson de almeida   ","conjunto aero rancho","queda",,,,,,,"10",,,,"9",,,,,,,,
"130066","2013-08-06","23:17","rua piraputanga apos a r. cantagalo","jardim noroeste","atropelamento",,"9","10","8",,,,,,,,,,,,,,,
"130067","2013-08-09","01:55","avenida mato grosso ","centro","choque",,,,,,,,,,,,,,,,,,,
"130068","2013-08-20","14:20","avenida afonso pena    ","centro","atropelamento",,,,,,,"9",,,"10",,,,,,,,,
"130069","2013-08-21","04:16","avenida das bandeiras    ","vila carvalho","colisão transversal",,"9",,,,,,,,"10",,,,,,,,,
"130070","2013-08-24","18:05","avenida afonso pena ","centro","colisão frontal",,"10",,,,,,,,,,,,,"9",,,,
"130071","2013-08-25","00:15","avenida gualter barbosa    ","nova lima","choque",,"10","9",,,,,,,,,,,,,,,,
"130072","2013-08-27","19:06","rua marques de herval ","nova lima","colisão frontal",,"10",,"9",,,,,,,,,,,,,"8",,
"130072","2013-08-27","19:06","rua marques de herval ","nova lima","colisão frontal",,,,,,,,,,,,,,,,,,,
"130073","2013-08-29","01:30","avenida bom pastor 0","vila vilas boas","choque",,,,,,"10",,,,,,,,,,,,,
"130074","2013-08-29","20:58","avenida gunter hans. defronte ao n. ","jardim tijuca","choque",,,,,,,,,,,"10",,,,,,,,
"130075","2013-09-21","11:24","avenida gunter hans. 00","jardim tijuca","choque",,,,,"10",,,,,,,,,,"9",,,,
"130076","2013-09-26","22:05","rua luiz dodero defronte ao n.  (proximo a","jardim sao bento","queda",,"10","9",,,,,,,,,,,,,,,,
"130077","2013-09-28","02:59","avenida senador antonio mendes canale defronte a construtora mrv","vila pioneira","choque",,"10",,,,,,,,,,,,,,,,,
"130077","2013-09-28","02:59","avenida senador antonio mendes canale defronte a construtora mrv","vila pioneira","choque",,,,,,,,,,,,,,,,,,,
"130078","2013-07-07","04:33","rua doutor pacifico lopes siqueira    ","vila carvalho","colisão transversal",,,"9",,,,,,,,,,,"10",,,,,
"130079","2013-07-03","20:40","rua sao thomas    ","vila santa luzia","colisão transversal",,"10",,,,,,,,,,,,"9",,,,,
"130080","2013-09-27","17:56","avenida mascarenhas de moraes ","bairro coronel antonino","choque",,"10",,,,,,,,,"9",,,,,,,,
"130081","2013-10-03","00:01","avenida manoel da costa lima defronte o n? ","vila ipiranga","choque",,,,"10",,,,,,,"9",,,,,,,,
"130081","2013-10-03","00:01","avenida manoel da costa lima defronte o n? ","vila ipiranga","choque",,,,,,,,,,,,,,,,,,,
"130082","2013-10-11","11:37","avenida campestre com av. vereador thirson de al","jardim centenario","colisão frontal",,"10",,,,,,,,,"9",,,,,,,,
"130083","2013-10-19","00:12","avenida afonso pena    ","centro","colisão traseira",,,,,,,,,,,"9",,,,"10",,,,
"130084","2013-10-19","00:01","rua saldanha da gama defronte ao n.  (r. apulcro","vila planalto","colisão frontal",,"10",,,,,,,,,"9",,,,,,,,
"130085","2013-10-20","13:44","avenida solon padilha proximo a vila romana","loteamento polo empresarial oeste","colisão transversal",,"10",,,,,,,,,,,,,,,,,
"130086","2013-10-20","19:30","rua doutor euler de azevedo proximo o n? 00 (oposto)","conjunto jose abrao","colisão frontal",,,"10",,,,"9",,,,,,,,"8",,,,
"130087","2013-10-25","00:12","avenida eduardo elias zahran defronte o n? ","vila santa dorotheia","choque",,"10",,,,,,,,,,,,,,,,,
"130088","2013-10-15","19:34","rua barueri defronte o n? ","vila moreninha ii","colisão frontal",,,,,,,,,,,"9",,,,,,"10",,
"130089","2013-10-02","17:00","rua altair correa lima    ","tiradentes","colisão frontal",,,,,,,,,,,,,,,,,,,
